set_num,name,year,num_parts,theme_name,parent_theme,is_licensed,total_sets
21108-1,Ghostbusters,2014,507.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21109-1,Exo-Suit,2014,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
211-1,Mother and Baby with Dog,1976,,Building Set with People,Building Set with People,False,30
21110-1,Research Institute,2014,163.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
2111-1,Kai,2011,19.0,Ninjago,Ninjago,False,199
21113-1,The Cave,2014,249.0,Minecraft,Minecraft,True,30
21114-1,The Farm,2014,,Minecraft,Minecraft,True,30
21115-1,The First Night,2014,,Minecraft,Minecraft,True,30
21116-1,Crafting Box,2014,,Minecraft,Minecraft,True,30
21117-1,The Ender Dragon,2014,,Minecraft,Minecraft,True,30
21118-1,The Mine,2014,921.0,Minecraft,Minecraft,True,30
21119-1,The Dungeon,2015,,Minecraft,Minecraft,True,30
211-2,Small House Set,1958,19.0,Town Plan,Classic,False,354
21120-1,The Snow Hideout,2015,327.0,Minecraft,Minecraft,True,30
2112-1,Cole,2011,,Ninjago,Ninjago,False,199
21121-1,The Desert Outpost,2015,518.0,Minecraft,Minecraft,True,30
21122-1,The Nether Fortress,2015,570.0,Minecraft,Minecraft,True,30
21123-1,The Iron Golem,2016,208.0,Minecraft,Minecraft,True,30
21124-1,The End Portal,2016,,Minecraft,Minecraft,True,30
21125-1,The Jungle Tree House,2016,,Minecraft,Minecraft,True,30
21126-1,The Wither,2016,318.0,Minecraft,Minecraft,True,30
21127-1,The Fortress,2016,,Minecraft,Minecraft,True,30
21128-1,The Village,2016,,Minecraft,Minecraft,True,30
21129-1,The Mushroom Island,2017,,Minecraft,Minecraft,True,30
21130-1,The Nether Railway,2017,,Minecraft,Minecraft,True,30
2113-1,Zane,2011,19.0,Ninjago,Ninjago,False,199
21131-1,The Ice Spikes,2017,454.0,Minecraft,Minecraft,True,30
21132-1,The Jungle Temple,2017,,Minecraft,Minecraft,True,30
21133-1,The Witch Hut,2017,502.0,Minecraft,Minecraft,True,30
21134-1,The Waterfall Base,2017,729.0,Minecraft,Minecraft,True,30
21135-1,The Crafting Box 2.0,2017,717.0,Minecraft,Minecraft,True,30
21136-1,The Ocean Monument,2017,,Minecraft,Minecraft,True,30
21137-1,The Mountain Cave,2017,2862.0,Minecraft,Minecraft,True,30
2114-1,Chopov,2011,20.0,Ninjago,Ninjago,False,199
2115-1,Bonezai,2011,21.0,Ninjago,Ninjago,False,199
2116-1,Krazi,2011,22.0,Ninjago,Ninjago,False,199
211701-1,Batman,2017,8.0,Batman,Super Heroes,True,242
21-2,Truck,1971,33.0,Minitalia,Minitalia,False,17
21200-1,Life of George,2011,144.0,Other,Other,False,75
21201-1,Life of George II,2012,,Other,Other,False,75
21204-1,Town Master,2014,,Fusion,Fusion,False,4
21205-1,Battle Towers,2014,,Fusion,Fusion,False,4
21206-1,Create and Race,2014,222.0,Fusion,Fusion,False,4
21208-1,Resort Designer,2014,262.0,Fusion,Fusion,False,4
212-1,Small House - Left Set,1958,,Town Plan,Classic,False,354
2121-1,Jack in the Box Promotional Set: Stomper,1997,,Basic Model,Universal Building Set,False,441
212-2,Scooter,1976,,Building Set with People,Building Set with People,False,30
2122-1,Jack in the Box Promotional Set: Bob,1997,,Basic Model,Universal Building Set,False,441
2123-1,Jack in the Box Promotional Set: Spinner,1997,,Basic Model,Universal Building Set,False,441
2125-1,Green Bucket,1997,,Duplo,Duplo,False,286
2126-1,Train Cars,1997,,9V,Train,False,281
2127-1,Jack in the Box Promotional Set: Nanas,1997,,Basic Model,Universal Building Set,False,441
2129-1,Blast-Off Dragster,1997,63.0,Race,Technic,False,536
2130-1,Danone Promotional Set: Duck,1998,7.0,Basic Model,Universal Building Set,False,441
21301-1,Birds,2015,579.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21302-1,The Big Bang Theory,2015,498.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21303-1,WALL•E [Original Version],2015,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21303-2,WALL•E [Fixed Neck Version],2015,675.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21304-1,Doctor Who,2015,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21305-1,Maze,2016,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21306-1,Yellow Submarine,2016,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21307-1,Caterham Seven 620R,2016,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21308-1,Adventure Time™,2016,496.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
21309-1,LEGO Ideas NASA Apollo Saturn V,2017,1969.0,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
213-1,Airplane Ride,1977,44.0,Building Set with People,Building Set with People,False,30
21310-1,Old Fishing Store,2017,,LEGO Ideas and CUUSOO,LEGO Ideas and CUUSOO,False,18
2131-1,Danone Promotional Set: Hippo,1998,10.0,Basic Model,Universal Building Set,False,441
213-2,Small House - Right Set,1958,21.0,Town Plan,Classic,False,354
2132-1,Danone Promotional Set: Cow,1998,10.0,Basic Model,Universal Building Set,False,441
2133-1,Danone Promotional Set: Impala,1998,,Basic Model,Universal Building Set,False,441
2134-1,Danone Promotional Set: Bison,1998,10.0,Basic Model,Universal Building Set,False,441
2135-1,Sabah Promotional Set: Aircraft,1997,,Basic Model,Universal Building Set,False,441
2136-1,Sabah Promotional Set: Airplane,1997,12.0,Basic Model,Universal Building Set,False,441
2137-1,Sabah Promotional Set: Swamp Boat,1997,8.0,Basic Model,Universal Building Set,False,441
2138-1,Sabah Promotional Set: Helicopter,1997,8.0,Basic Model,Universal Building Set,False,441
2139-1,Sabah Promotional Set: Steam Liner,1998,12.0,Basic Model,Universal Building Set,False,441
2140-1,ANWB Roadside Assistance Crew,1996,258.0,Traffic,Town,False,1116
214-1,Road Repair,1977,64.0,Building Set with People,Building Set with People,False,30
214.10-1,"1 x 2 x 4 Glass Door in Frame, Left",1961,26.0,Supplemental,Classic,False,354
214.1-1,1 x 6 x 3 Window with Frame,1961,12.0,Supplemental,Classic,False,354
2141-1,Surge 2.0,2011,,Heroes,Hero Factory,False,97
214-2,"Ten Windows and Doors, Red",1958,,Supplemental,Classic,False,354
214.2-1,1 x 6 x 2 Triple-Pane Window in Frame,1961,16.0,Supplemental,Classic,False,354
2142-1,Breez 2.0,2011,29.0,Heroes,Hero Factory,False,97
214-3,"Ten Windows and Doors, White",1958,10.0,Supplemental,Classic,False,354
214.3-1,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,16.0,Supplemental,Classic,False,354
2143-1,Rocka 3.0,2011,,Heroes,Hero Factory,False,97
214.4-1,1 x 4 x 2 Window in Frame,1961,18.0,Supplemental,Classic,False,354
2144-1,Nex 3.0,2011,29.0,Heroes,Hero Factory,False,97
214.5-1,1 x 3 x 2 Window in Frame,1961,,Supplemental,Classic,False,354
2145-1,Stormer 3.0,2011,,Heroes,Hero Factory,False,97
214.6-1,1 x 2 x 2 Window in Frame,1961,,Supplemental,Classic,False,354
2146-1,Freestyle with Storage Case,1996,819.0,Freestyle,Freestyle,False,61
214.7-1,1 x 1 x 2 Window Frame,1961,38.0,Supplemental,Classic,False,354
2147-1,Dragon Fly,1997,182.0,Airport,Town,False,1116
214.8-1,1 x 2 x 1 Window Frame,1961,38.0,Supplemental,Classic,False,354
2148-1,LEGO Truck,1997,105.0,Traffic,Town,False,1116
2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,,Traffic,Town,False,1116
214.9-1,1 x 1 x 1 Window Frame,1961,40.0,Supplemental,Classic,False,354
2149-1,Color Line Container Lorry,1997,184.0,Cargo,Town,False,1116
2150-1,Train Station,1996,,9V,Train,False,281
215-1,Red Indians,1977,81.0,Building Set with People,Building Set with People,False,30
2151-1,Robo Raider,1997,137.0,RoboForce,Space,False,332
215-2,2 x 8 Bricks,1958,30.0,Supplemental,Classic,False,354
2152-1,Robo Raptor,1997,,RoboForce,Space,False,332
2153-1,Robo Stalker,1997,279.0,RoboForce,Space,False,332
2154-1,Robo Master,1997,,RoboForce,Space,False,332
2155-1,Aircraft,2000,,Basic,Universal Building Set,False,441
2156-1,Car,2000,17.0,Basic,Universal Building Set,False,441
2157-1,Boat,2000,16.0,Basic,Universal Building Set,False,441
2158-1,Helicopter,2000,10.0,Basic,Universal Building Set,False,441
2159-1,9V Train Track Starter Collection,2006,,9V,Train,False,281
2160-1,Crystal Scavenger,1997,112.0,Aquaraiders I,Aquazone,False,37
216-1,2 x 10 Bricks,1958,25.0,Supplemental,Classic,False,354
2161-1,Aqua Dozer,1997,135.0,Aquaraiders I,Aquazone,False,37
2162-1,Hydro Reef Wrecker,1997,287.0,Aquaraiders I,Aquazone,False,37
2163-1,Sabah Promotional Set: Toucan,1997,,Basic Model,Universal Building Set,False,441
2164-1,Sabah Promotional Set: Whale,1997,,Basic Model,Universal Building Set,False,441
2165-1,Rhinocerous,1998,10.0,Basic Model,Universal Building Set,False,441
2166-1,Animal,1998,,Basic Model,Universal Building Set,False,441
2167-1,Sabah Promotional Set: Penguin,1997,8.0,Basic Model,Universal Building Set,False,441
2170-1,Cole DX,2011,,Ninjago,Ninjago,False,199
217-1,Service Station,1977,210.0,Building Set with People,Building Set with People,False,30
2171-1,Zane DX,2011,22.0,Ninjago,Ninjago,False,199
217-2,4 x 4 Corner Bricks,1958,30.0,Supplemental,Classic,False,354
2172-1,Nya,2011,,Ninjago,Ninjago,False,199
2173-1,Nuckal,2011,26.0,Ninjago,Ninjago,False,199
2174-1,Kruncha,2011,,Ninjago,Ninjago,False,199
2175-1,Wyplash,2011,,Ninjago,Ninjago,False,199
218-1,Firemen,1977,277.0,Building Set with People,Building Set with People,False,30
2181-1,Infomaniac,1997,,Supplemental,Town,False,1116
218-2,2 x 4 Bricks,1958,,Supplemental,Classic,False,354
2182-1,Bulk 3.0,2011,30.0,Heroes,Hero Factory,False,97
2183-1,Stringer 3.0,2011,,Heroes,Hero Factory,False,97
2186-1,Seaplane,1997,,Freestyle,Freestyle,False,61
2187-1,Racer,1997,64.0,Freestyle,Freestyle,False,61
2188-1,Speedboat,1997,58.0,Freestyle,Freestyle,False,61
219-1,2 x 3 Bricks,1958,,Supplemental,Classic,False,354
2191-1,Furno 3.0,2011,,Heroes,Hero Factory,False,97
2192-1,Drilldozer,2011,,Villains,Hero Factory,False,97
2193-1,Jetbug,2011,63.0,Villains,Hero Factory,False,97
2194-1,Nitroblast,2011,,Villains,Hero Factory,False,97
2199-1,Large Bulk Bucket,1997,466.0,Basic Set,Universal Building Set,False,441
220-1,2 x 2 Bricks,1958,,Supplemental,Classic,False,354
22-1,Car,1971,47.0,Minitalia,Minitalia,False,17
221-1,Idea Book #1,1973,0.0,Books,Books,False,63
221-2,1 x 2 Bricks,1958,156.0,Supplemental,Classic,False,354
222-1,Building Ideas Book,1976,,Gear,Gear,False,435
222-2,1 x 1 Bricks,1958,,Supplemental,Classic,False,354
2229-1,Bucketful of Fun,1998,201.0,Classic Basic,Universal Building Set,False,441
2230-1,Helicopter and Raft,2008,,Harbor,Town,False,1116
2231-1,Waspix,2011,48.0,Villains,Hero Factory,False,97
223-2,1 x 1 Round Bricks,1958,,Supplemental,Classic,False,354
2232-1,Raw-Jaw,2011,52.0,Villains,Hero Factory,False,97
2233-1,Fangz,2011,,Villains,Hero Factory,False,97
2234-1,Police Chase,1998,,Traffic,Town,False,1116
2235-1,Fire Lord,2011,,Villains,Hero Factory,False,97
2236-1,Scorpio,2011,104.0,Villains,Hero Factory,False,97
224-1,2 x 2 & 2 x 4 Curved Bricks,1956,,Supplemental,Classic,False,354
224-3,2 x 2 Curved Bricks,1958,120.0,Supplemental,Classic,False,354
2250-1,Advent Calendar 2000,2000,,Advent,Seasonal,False,928
2250-10,Advent Calendar 2000 (Day  9) Duck,2000,7.0,Advent Sub-Set,Seasonal,False,928
2250-11,Advent Calendar 2000 (Day 10) Plane,2000,,Advent Sub-Set,Seasonal,False,928
2250-12,Advent Calendar 2000 (Day 11) Elf,2000,10.0,Advent Sub-Set,Seasonal,False,928
2250-13,Advent Calendar 2000 (Day 12) Duck,2000,7.0,Advent Sub-Set,Seasonal,False,928
2250-14,Advent Calendar 2000 (Day 13) Boat,2000,9.0,Advent Sub-Set,Seasonal,False,928
2250-15,Advent Calendar 2000 (Day 14) Rhinocerous,2000,10.0,Advent Sub-Set,Seasonal,False,928
2250-16,Advent Calendar 2000 (Day 15) Girl,2000,,Advent Sub-Set,Seasonal,False,928
2250-17,Advent Calendar 2000 (Day 16) Plane,2000,,Advent Sub-Set,Seasonal,False,928
2250-18,Advent Calendar 2000 (Day 17) Bull,2000,,Advent Sub-Set,Seasonal,False,928
2250-19,Advent Calendar 2000 (Day 18) Hovercraft,2000,10.0,Advent Sub-Set,Seasonal,False,928
2250-2,Advent Calendar 2000 (Day  1) Plane,2000,12.0,Advent Sub-Set,Seasonal,False,928
2250-20,Advent Calendar 2000 (Day 19) Christmas Bunny,2000,,Advent Sub-Set,Seasonal,False,928
2250-21,Advent Calendar 2000 (Day 20) Jet,2000,,Advent Sub-Set,Seasonal,False,928
2250-22,Advent Calendar 2000 (Day 21) Parrot,2000,,Advent Sub-Set,Seasonal,False,928
2250-23,Advent Calendar 2000 (Day 22) Truck,2000,10.0,Advent Sub-Set,Seasonal,False,928
2250-24,Advent Calendar 2000 (Day 23) Helicopter,2000,,Advent Sub-Set,Seasonal,False,928
2250-25,Advent Calendar 2000 (Day 24) Santa,2000,11.0,Advent Sub-Set,Seasonal,False,928
2250-3,Advent Calendar 2000 (Day  2) Snowman,2000,,Advent Sub-Set,Seasonal,False,928
2250-4,Advent Calendar 2000 (Day  3) Ship,2000,,Advent Sub-Set,Seasonal,False,928
2250-5,Advent Calendar 2000 (Day  4) Boy,2000,,Advent Sub-Set,Seasonal,False,928
2250-6,Advent Calendar 2000 (Day  5) Elephant,2000,,Advent Sub-Set,Seasonal,False,928
2250-7,Advent Calendar 2000 (Day  6) Waterplane,2000,,Advent Sub-Set,Seasonal,False,928
2250-8,Advent Calendar 2000 (Day  7) Giraffe,2000,13.0,Advent Sub-Set,Seasonal,False,928
2250-9,Advent Calendar 2000 (Day  8) Boat,2000,10.0,Advent Sub-Set,Seasonal,False,928
225-1,1 x 6 and 1 x 8 Bricks,1958,54.0,Supplemental,Classic,False,354
2254-1,Mountain Shrine,2011,,Ninjago,Ninjago,False,199
2255-1,Sensei Wu,2011,20.0,Ninjago,Ninjago,False,199
2256-1,Lord Garmadon,2011,23.0,Ninjago,Ninjago,False,199
2257-1,Spinjitzu Starter Set,2011,,Ninjago,Ninjago,False,199
2258-1,Ninja Ambush,2011,71.0,Ninjago,Ninjago,False,199
2259-1,Skull Motorbike,2011,156.0,Ninjago,Ninjago,False,199
2260-1,Ice Dragon Attack,2011,,Ninjago,Ninjago,False,199
226-1,8 Named Beams,1958,8.0,Supplemental,Classic,False,354
226-2,Idea Book,1981,0.0,Books,Books,False,63
2263-1,Turbo Shredder,2011,298.0,Ninjago,Ninjago,False,199
227-1,4 x 8 Curved & 2 x 8 Plates,1958,5.0,Supplemental,Classic,False,354
228-1,4 x 8 & 2 x 8 Plates,1958,,Supplemental,Classic,False,354
2282-1,Rocka XL,2011,,Heroes,Hero Factory,False,97
2283-1,Witch Doctor,2011,,Villains,Hero Factory,False,97
229-1,6 x 8 & 2 x 8 Plates,1958,4.0,Supplemental,Classic,False,354
229.1-1,2 x 8 Plates,1962,8.0,Supplemental,Classic,False,354
230-1,Hairdressing Salon,1978,227.0,Homemaker,Homemaker,False,32
230-2,Six Trees and Bushes,1958,6.0,Supplemental,Classic,False,354
2304-1,Large Building Plate,1992,1.0,Duplo,Duplo,False,286
23-1,Delivery Truck Set,1971,,Minitalia,Minitalia,False,17
231-1,Hospital,1978,,Homemaker,Homemaker,False,32
231-2,Esso Pumps/Sign,1956,2.0,Supplemental,Classic,False,354
2312-1,Duplo Supplementary Bricks,1987,39.0,Basic Set,Duplo,False,286
232-1,Bungalow,1978,472.0,Homemaker,Homemaker,False,32
232-2,16 Road Signs,1958,16.0,Supplemental,Classic,False,354
233-1,Light Masts,1958,,Supplemental,Classic,False,354
234-1,Letter Bricks,1958,,Supplemental,Classic,False,354
235-1,Garage Plate and Door (White Base and Door Frame),1958,,Supplemental,Classic,False,354
235-2,Garage Plate and Door (Gray Base and Door Frame),1968,,Supplemental,Classic,False,354
236-1,Garage with Automatic Door (White base and door frame),1956,69.0,Town Plan,Classic,False,354
236-2,Garage and Van,1957,,Town Plan,Classic,False,354
236-3,Garage with Automatic Door (Gray base and door frame),1968,,Town Plan,Classic,False,354
237-1,Number Bricks,1960,50.0,Supplemental,Classic,False,354
238-1,Lego System Idea Book no. 1,1960,,Books,Books,False,63
238-2,Lego System Idea Book (by Samsonite),1961,,Books,Books,False,63
238-3,Lego System Idea Book no. 1,1962,0.0,Books,Books,False,63
238-4,Lego System Ideas Book no. 2,1962,0.0,Books,Books,False,63
238-5,Lego System Ideas Book no. 2,1963,0.0,Books,Books,False,63
238-6,Lego System Idea Book,1963,,Books,Books,False,63
238-7,So Bauen Wir Mit LEGO,1963,,Books,Books,False,63
238-8,Lego System Ideas Book No. 3,1964,,Books,Books,False,63
238-9,Lego System Idea Book (by Samsonite),1964,,Books,Books,False,63
239-1,Wir bauen mit Lego Idea Book,1966,,Books,Books,False,63
239-2,Das große Lego-Buch Idea Book,1968,,Books,Books,False,63
240-1,"Wooden Storage Box Large, Empty",1967,-1.0,Wooden Box Set,Classic,False,354
240-2,Idea Book,1967,1.0,Books,Books,False,63
24-1,Minitalia Train,1971,,Minitalia,Minitalia,False,17
241-1,4.5v Idea Book,1969,0.0,Books,Books,False,63
241601-1,Miku the dragon,2016,,Elves,Elves,False,33
241602-1,Jynx cat,2016,,Elves,Elves,False,33
242-1,International Flags,1958,5.0,Supplemental,Classic,False,354
242.1-1,6 International Flags -1-,1963,6.0,Supplemental,Classic,False,354
242-2,5 Danish Flags,1958,,Supplemental,Classic,False,354
242.2-1,6 International Flags -2-,1963,,Supplemental,Classic,False,354
242.3-1,6 International Flags -3-,1963,6.0,Supplemental,Classic,False,354
242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,5.0,Supplemental,Classic,False,354
242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,5.0,Supplemental,Classic,False,354
242I-1,International Flags,1958,5.0,Supplemental,Classic,False,354
245-1,Lighting Device Pack,1958,3.0,Supplemental,Classic,False,354
245-2,Two Santas and Tree,1978,,Christmas,Seasonal,False,928
2453-1,Large Bulk Bucket,1998,950.0,Classic Basic,Universal Building Set,False,441
246-2,Santa with Sleigh and Reindeer,1977,,Christmas,Seasonal,False,928
248-2,Factory With Conveyor Belt,1971,208.0,Construction,Legoland,False,142
2490-1,Insectoids Combi Set (Woolworth's UK promo),1998,3.0,Insectoids,Space,False,332
2494-1,400-Piece Purple Bucket,1998,,Basic Set,Universal Building Set,False,441
250-1,Idea Book 250,1987,,Books,Books,False,63
250-3,Aeroplane and Pilot,1974,89.0,Building Set with People,Building Set with People,False,30
2504-1,Spinjitzu Dojo,2011,381.0,Ninjago,Ninjago,False,199
2505-1,Garmadon's Dark Fortress,2011,,Ninjago,Ninjago,False,199
2506-1,Skull Truck,2011,517.0,Ninjago,Ninjago,False,199
2507-1,Fire Temple,2011,1174.0,Ninjago,Ninjago,False,199
2508-1,Blacksmith Shop,2011,,Ninjago,Ninjago,False,199
2509-1,Earth Dragon Defense,2011,,Ninjago,Ninjago,False,199
251-1,Windmill with Miller and his Wife,1974,90.0,Building Set with People,Building Set with People,False,30
2516-1,Ninja Training Outpost,2011,,Ninjago,Ninjago,False,199
2518-1,Nuckal's ATV,2011,174.0,Ninjago,Ninjago,False,199
2519-1,Skeleton Bowling,2011,373.0,Ninjago,Ninjago,False,199
2520-1,Battle Arena,2011,462.0,Ninjago,Ninjago,False,199
252-1,Locomotive with Driver & Passenger,1974,,Building Set with People,Building Set with People,False,30
2521-1,Lightning Dragon Battle,2011,643.0,Ninjago,Ninjago,False,199
2531-1,Rescue Helicopter and Jeep,1998,,Recreation,Town,False,1116
253-2,Helicopter and Pilot,1975,49.0,Building Set with People,Building Set with People,False,30
2532-1,Aircraft and Ground Crew,1998,,Airport,Town,False,1116
